id,region,filiere,ktype,sau,umo,ugb,nb_vl,surface_sfp,surface_herbe_pp,surface_herbe_pt,surface_culture
2599,Pays de la Loire,Caprins,"MB désaisonnées, enrubannage",0.0,0.0,24.2,0,0.0,0.0,0.0,0.0
2600,Pays de la Loire,Bovins lait,Robot de traite. Plus de 20% de maïs/SFP,113.7,0.0,163.4,95,27.1,14.0,13.1,66.4
2601,Bretagne,Bovins viande,"Vêl. hiver, Broutards, femelles finies",118.9,1.1,163.6,0,109.4,100.4,6.0,9.5
2602,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.2,0.0,20.9,0,2.9,0.0,2.9,2.0
2603,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,237.4,0.0,114.7,0,1.2,0.0,0.1,114.4
2604,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",106.8,0.0,76.4,0,61.4,9.1,52.3,29.8
2605,Pays de la Loire,Bovins lait,"35% maïs/SFP, JB",222.6,0.0,73.8,110,89.6,39.8,40.3,133.1
2606,Normandie,Bovins viande,Broutards mâles et génisses de boucherie,74.8,0.0,103.5,0,73.7,45.0,28.7,1.1
2607,Bretagne,Bovins lait,> 9000 l/VL,278.5,0.0,10.8,80,124.0,52.5,52.1,9.8
2608,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",83.1,0.0,74.7,0,61.8,11.8,50.0,21.3
2609,Normandie,Grandes cultures,"Race charolaise, 200 places",24.4,0.0,124.9,0,0.0,0.0,0.0,24.4
2610,Bretagne,Bovins viande,Charolaise - Boeufs et femelles finies,98.9,0.0,143.8,0,96.1,14.6,25.8,2.9
2611,Bretagne,Autre,Engraisseur avec diversification canne,8.8,0.5,17.2,0,3.2,1.1,2.1,0.0
2612,Bretagne,Bovins lait,"génisses viande, 100% pâture VL 4 mois",44.9,0.5,109.1,60,5.5,3.3,2.3,39.4
2613,Bretagne,Bovins viande,"Vente directe de vaches, bœufs et géniss",74.2,0.0,154.0,0,44.6,40.3,4.3,29.5
2614,Pays de la Loire,Bovins viande,"Vêl. Précoce, Repousse - Femelles finies",132.3,0.1,143.2,0,60.3,47.7,12.6,45.9
2615,Bretagne,Bovins viande,Charolaise - Boeufs et femelles finies,110.4,0.0,100.2,0,99.4,79.3,12.0,1.5
2616,Normandie,Autre,Engraisseur avec diversification canne,11.2,1.7,17.1,0,3.3,0.1,2.6,0.0
2617,Bretagne,Ovins viande,3 agn./2 ans non systématique Bergerie,44.2,0.4,62.5,0,5.2,0.0,5.2,39.0
2618,Normandie,Grandes cultures,"Race charolaise, 200 places",242.6,0.7,125.1,1,10.4,0.9,1.6,232.3
2619,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",141.9,0.6,80.1,0,63.8,6.8,30.0,19.3
2620,Bretagne,Bovins lait,65 % de la SAU en  SFP - Maïs dominant,267.5,0.0,127.9,96,28.2,15.4,12.8,21.9
2621,Bretagne,Ovins viande,3 agn.s en 2 ans Reproducteurs ,0.0,0.4,71.4,0,0.0,0.0,0.0,0.0
2622,Normandie,Bovins lait,100% herbe/SFP,324.6,0.8,131.9,101,156.6,84.4,59.7,0.0
2623,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",3.7,0.0,87.9,0,2.6,0.2,2.4,1.1
2624,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutard d'automne dominant",110.7,0.0,110.6,0,73.7,38.9,34.8,37.0
2625,Normandie,Caprins,Mises bas désaisonnées,96.9,0.0,33.4,1,36.5,0.0,23.7,19.4
2626,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",110.6,2.5,92.0,0,94.5,17.8,45.2,16.1
2627,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,127.5,0.0,123.6,0,0.0,0.0,0.0,127.5
2628,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",230.8,0.2,118.7,0,20.9,0.0,1.0,200.3
2629,Pays de la Loire,Caprins,19% du lait transformé en fromages ,38.5,0.0,49.4,0,19.0,1.5,17.5,19.4
2630,Pays de la Loire,Ovins viande,3 agn./2 ans non systématique Bergerie,80.2,1.2,68.4,1,68.8,63.2,5.6,0.0
2631,Pays de la Loire,Caprins,Tendre vers l'autonomie fourragère,122.0,0.0,0.0,0,32.7,13.1,17.7,52.5
2632,Normandie,Bovins viande,"Charolaise, Broutards, femelles finies ",101.4,0.4,70.0,0,93.8,58.8,35.1,7.5
2633,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.7,0.4,15.0,0,4.2,0.9,3.2,0.1
2634,Normandie,Bovins viande,"Vêl. hiver, Jeunes bovins, fem. finies",82.3,0.0,95.5,0,77.1,21.2,55.9,5.2
2635,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,236.1,0.1,80.7,0,26.4,0.0,0.8,8.6
2636,Pays de la Loire,Ovins lait,"Début de traite au 01/12, enrubannage",46.1,0.6,87.7,0,35.7,12.2,23.5,10.4
2637,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux lourds + tardons,99.3,0.1,98.3,0,46.0,36.2,9.8,53.3
2638,Bretagne,Caprins,"MB saison, maxi pâturage",52.2,1.3,101.5,0,16.5,0.0,14.2,35.7
2639,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",125.2,0.0,83.7,0,80.1,10.0,70.1,23.0
2640,Normandie,Autre,Engraisseur avec diversification canne,9.7,0.7,12.6,0,3.3,0.0,3.3,0.0
2641,Pays de la Loire,Bovins lait,"35% maïs/SFP, JB",157.8,0.1,93.6,40,39.3,4.1,35.2,83.4
2642,Pays de la Loire,Bovins viande,"Vêl.automne, Broutards repoussés",58.7,0.4,81.0,1,40.3,40.3,0.0,18.5
2643,Bretagne,Bovins viande,"Vêl. étalés, veaux ss la mère limousins",129.0,0.0,61.7,1,104.5,18.5,49.5,24.5
2644,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,160.6,0.0,114.9,0,7.2,0.6,0.1,108.0
2645,Bretagne,Bovins lait,50% Maïs/SFP,299.3,1.2,166.2,95,114.4,50.0,45.2,0.0
2646,Bretagne,Bovins lait,"60 % de la SAU en SFP, Maïs dominant",96.8,0.7,217.6,61,96.8,61.0,35.8,0.0
2647,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,178.8,0.4,156.8,0,3.9,0.7,1.0,174.9
2648,Pays de la Loire,Caprins,19% du lait transformé en fromages ,61.9,0.0,0.0,0,34.0,0.0,13.5,27.9
2649,Pays de la Loire,Caprins,Une gamme bien valorisée,51.4,0.0,35.9,0,0.0,0.0,0.0,4.2
2650,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,161.4,0.0,119.4,0,3.5,0.3,0.0,136.2
2651,Normandie,Autre,Engraisseur avec diversification canne,12.6,0.0,20.4,0,3.2,0.1,2.7,0.0
2652,Normandie,Caprins,Tendre vers l'autonomie fourragère,60.4,0.9,2.8,0,24.0,10.1,6.4,12.3
2653,Bretagne,Ovins viande,Un agn. en automne Bergerie et herbe,0.0,0.0,82.1,0,0.0,0.0,0.0,0.0
2654,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.4,1.5,13.4,0,2.9,0.6,2.3,0.0
2655,Normandie,Ovins lait,"Début de traite au 20/02, foin",97.6,0.0,85.8,0,36.5,5.2,31.3,28.6
2656,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,184.0,0.0,132.9,0,12.3,0.0,0.0,171.8
2657,Normandie,Ovins viande,Deux périodes d'agn. Bergerie dominants,161.0,0.0,53.3,1,81.8,26.8,51.5,62.2
2658,Normandie,Ovins lait,"Début de traite au 20/02, foin",114.8,0.6,81.4,0,52.7,7.4,45.4,32.5
2659,Normandie,Ovins viande,Agnelage x1 - tardons semi-finis,33.4,0.0,107.8,0,10.4,8.2,2.2,23.0
2660,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,260.3,0.0,134.1,0,2.3,0.0,1.9,168.5
2661,Pays de la Loire,Autre,Engraisseur avec diversification canne,6.4,0.0,17.7,0,3.0,1.3,1.8,1.2
2662,Pays de la Loire,Caprins,"MB saison, monotraite, pâturage, méteil",45.9,0.0,31.4,0,10.0,0.0,10.0,30.9
2663,Bretagne,Bovins viande,"Vêl. hiver, Broutards repoussés",72.7,1.8,163.6,0,57.7,38.6,19.1,15.1
2664,Bretagne,Bovins lait,"35 % de la SAU en SFP, maïs dominant",296.7,0.0,103.1,45,119.4,17.3,37.8,43.4
2665,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.1,0.3,19.9,0,3.7,0.0,2.3,0.5
2666,Normandie,Caprins,Une gamme bien valorisée,135.8,0.3,18.8,2,44.1,5.3,38.8,31.8
2667,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.6,1.4,15.0,0,3.0,0.0,2.8,0.0
2668,Bretagne,Bovins lait,140 VL avec ROTO ,76.7,0.0,101.7,93,76.7,4.7,40.9,0.0
2669,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",150.4,2.0,125.5,0,8.1,0.0,0.3,142.3
2670,Bretagne,Bovins viande,"Vêl. automne, Broutards, fem. finies",83.1,0.0,256.4,0,36.5,26.2,10.4,46.5
2671,Bretagne,Ovins viande,300 brebis - Agneaux fini en bergerie,90.9,0.0,42.2,0,0.0,0.0,0.0,76.5
2672,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie dominants,168.6,0.0,95.0,0,55.5,26.6,28.9,74.9
2673,Bretagne,Caprins,"Désaisonnement, enrubannage",84.9,0.0,30.9,0,27.3,4.5,21.5,57.5
2674,Normandie,Ovins viande,Deux périodes d'agn. Bergerie dominants,45.7,0.4,73.7,0,19.7,0.0,19.7,26.0
2675,Pays de la Loire,Bovins lait,Système à double vitesse,0.0,0.0,119.0,116,0.0,0.0,0.0,0.0
2676,Normandie,Ovins lait,"Début de traite au 20/11, ensilage",85.5,0.2,50.2,0,42.3,3.0,39.3,21.9
2677,Bretagne,Bovins viande,"Vêl hiver, Repousse - femelles finies",195.8,1.0,104.2,0,157.8,74.0,27.5,0.0
2678,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.7,2.4,16.5,0,3.3,0.0,3.3,0.0
2679,Normandie,Bovins lait,AOP - Structure modeste,152.3,0.0,106.6,25,58.6,25.5,33.1,0.0
2680,Bretagne,Ovins viande,Deux périodes d'agn. Bergerie dominants,22.3,0.0,101.9,0,22.3,22.3,0.0,0.0
2681,Bretagne,Ovins viande,Deux périodes d'agn. Reproducteurs,15.5,2.3,42.0,0,11.5,5.7,5.8,4.1
2682,Normandie,Caprins,Tendre vers l'autonomie fourragère,54.2,1.6,47.7,1,18.4,3.5,14.9,35.8
2683,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",62.7,0.0,69.1,0,48.2,19.1,29.1,14.5
2684,Normandie,Bovins lait,30% maïs/SFP,55.8,0.0,111.5,60,55.8,27.2,28.6,0.0
2685,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,150.4,0.1,147.9,0,19.8,0.0,0.8,130.5
2686,Bretagne,Bovins lait,"autonomie protéique, > 6500 l/VL",248.8,0.1,94.5,0,149.2,21.3,62.6,86.3
2687,Pays de la Loire,Bovins lait,Un agn. au printemps Herbe dominants,69.8,0.0,217.5,27,69.8,0.7,35.4,0.0
2688,Pays de la Loire,Bovins lait,30 % de la SAU en SFP - maïs dominant,169.1,2.0,101.2,0,79.7,29.1,19.1,89.4
2689,Pays de la Loire,Caprins,Mises bas saison,103.5,0.2,51.6,0,38.1,2.3,20.4,47.1
2690,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",134.6,1.1,96.4,0,36.0,20.7,0.0,12.8
2691,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,264.0,1.3,142.5,0,4.5,0.0,1.3,160.6
2692,Normandie,Bovins viande,"Vêl. hiver, Repousse - femelles finies",209.3,0.0,122.3,0,113.8,0.0,60.8,50.6
2693,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",104.5,0.0,68.8,0,90.3,15.1,75.2,14.2
2694,Normandie,Caprins,Pastoral assurant par le distribué,138.8,0.3,22.9,1,16.1,6.2,9.9,22.9
2695,Pays de la Loire,Bovins viande,"Vêl. automne, jeunes bovins-fem. finies",142.0,0.0,139.1,0,61.8,61.8,0.0,63.4
2696,Normandie,Bovins viande,"MB saison, 25% LL, ensilage de maïs",97.8,0.1,172.0,0,76.4,59.9,16.6,21.4
2697,Normandie,Autre,Engraisseur avec diversification canne,11.6,0.9,19.3,0,3.0,0.1,2.9,0.8
2698,Bretagne,Caprins,Réussir sa commercialisation,74.6,0.0,13.5,0,25.1,0.0,18.0,4.2
2699,Normandie,Caprins,"Deux périodes de MB, foin de luzerne",81.6,0.2,14.1,1,16.9,5.8,11.1,6.0
2700,Bretagne,Bovins lait,Herbe et betterave fourragère,53.1,1.9,239.5,29,52.1,34.6,17.5,1.0
2701,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",72.6,0.5,67.2,0,60.5,12.6,47.8,12.2
2702,Normandie,Grandes cultures,"Race charolaise, 200 places",77.7,1.7,139.7,0,1.3,0.0,0.0,76.4
2703,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,67.4,0.3,103.5,0,9.1,1.4,0.6,58.3
2704,Normandie,Caprins,"MB saison, pâturage et affouragement",11.7,0.0,0.0,0,5.3,1.3,4.0,6.5
2705,Normandie,Caprins,"MB saison, pâturage et affouragement",0.0,0.0,96.5,0,0.0,0.0,0.0,0.0
2706,Normandie,Bovins lait,"35% maïs/SFP, 97 VL",0.0,0.9,140.8,122,0.0,0.0,0.0,0.0
2707,Pays de la Loire,Bovins lait,20% de maïs/SFP,8.5,0.8,124.5,144,7.6,1.6,6.0,0.9
2708,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",144.5,1.7,91.9,0,49.7,3.6,29.7,26.1
2709,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.3,0.0,15.6,0,3.3,1.1,2.1,0.0
2710,Bretagne,Grandes cultures,"Race charolaise, 200 places",169.9,0.4,125.5,0,21.6,0.0,0.0,148.2
2711,Bretagne,Caprins,19% du lait transformé en fromages ,13.9,0.0,1.6,1,5.4,3.6,1.8,8.5
2712,Normandie,Ovins viande,Bergerie dominants - auto renouvellement,151.3,0.2,62.8,0,23.6,19.5,4.0,0.0
2713,Pays de la Loire,Ovins viande,3 mises bas en 2 ans,57.1,0.0,44.5,0,3.3,2.4,0.9,35.5
2714,Bretagne,Bovins viande,"Vêl.automne, Broutards repoussés",38.2,0.0,135.0,0,29.4,25.3,4.1,8.9
2715,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",198.4,0.3,134.2,0,0.0,0.0,0.0,182.9
2716,Normandie,Ovins viande,Ile de france - 1 agnelage en automne,83.1,0.0,55.3,0,0.0,0.0,0.0,18.7
2717,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",207.7,0.0,129.1,2,3.1,1.2,0.0,141.8
2718,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutard d'automne dominant",35.6,1.5,86.4,0,35.6,25.6,10.0,0.0
2719,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux lourds + tardons,50.7,0.5,49.0,0,31.5,6.1,25.4,19.2
2720,Pays de la Loire,Autre,Engraisseur avec diversification canne,12.7,0.0,25.5,0,2.2,1.3,0.9,0.0
2721,Normandie,Ovins viande,200 brebis race bouchère - Batiment,38.6,0.0,107.5,1,16.8,16.6,0.1,21.9
2722,Bretagne,Bovins lait,"Zone de plaine, bons potentiels",87.8,0.3,96.4,46,22.9,10.8,12.1,64.9
2723,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",102.6,0.3,98.9,1,86.2,15.3,71.0,16.4
2724,Bretagne,Bovins viande,Spécialisé Naisseur broutards croisés ,5.0,0.0,218.7,0,4.3,4.3,0.0,0.6
2725,Normandie,Caprins,Rentabiliser les charges alimentaires,91.4,0.6,54.4,0,32.2,19.6,0.0,2.4
2726,Pays de la Loire,Bovins lait,25% maïs/SFP,227.9,0.0,252.3,140,122.0,0.0,0.0,62.0
2727,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,206.1,0.0,145.6,0,16.0,2.0,0.0,115.2
2728,Bretagne,Autre,Engraisseur avec diversification canne,8.8,0.2,21.8,0,2.9,0.3,2.6,0.0
2729,Bretagne,Autre,Engraisseur avec diversification canne,10.9,0.6,19.3,1,3.3,0.6,2.7,0.0
2730,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,241.2,2.2,147.0,1,12.1,0.7,0.0,143.7
2731,Bretagne,Bovins viande,"Vêl. hiver, Jeunes bovins 16-18 mois",76.6,0.0,63.3,0,46.3,43.9,2.4,28.4
2732,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",107.8,0.0,65.8,2,99.2,14.1,64.1,8.6
2733,Pays de la Loire,Bovins viande,"Race blonde d'Aquitaine, vêlages d'hiver",81.8,0.4,116.6,0,33.4,23.5,9.9,48.4
2734,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,199.6,0.3,150.1,0,7.9,0.3,0.1,178.3
2735,Normandie,Bovins lait,Herbe et céréales intraconsommées,22.7,0.7,84.6,31,7.9,6.0,1.9,14.8
2736,Bretagne,Ovins viande,Alimentation sèche ,0.0,0.6,97.4,1,0.0,0.0,0.0,0.0
2737,Normandie,Caprins,Rentabiliser les charges alimentaires,42.6,1.5,56.1,0,16.0,15.1,0.9,26.6
2738,Normandie,Grandes cultures,"Race charolaise, 200 places",245.4,0.0,128.1,0,2.6,0.0,0.1,63.5
2739,Bretagne,Caprins,Tendre vers l'autonomie fourragère,119.1,0.0,41.2,0,20.4,8.1,12.2,0.0
2740,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",134.2,0.0,91.8,1,89.1,13.0,41.4,8.1
2741,Normandie,Ovins lait,"Début de traite au 20/02, foin",52.8,0.0,80.5,1,2.8,0.7,2.1,29.9
2742,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",43.8,0.1,57.7,0,43.8,14.2,29.6,0.0
2743,Normandie,Bovins viande,"Vêl. fin d'hiver, taurillons maigres",96.5,0.2,94.2,0,80.3,2.7,0.0,16.2
2744,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,233.4,0.0,106.5,0,15.9,0.0,1.1,138.5
2745,Pays de la Loire,Autre,Engraisseur avec diversification canne,8.2,0.5,21.7,0,2.4,0.0,2.1,0.8
2746,Bretagne,Grandes cultures,"Race charolaise, 200 places",227.3,0.1,102.6,0,16.3,0.4,0.0,192.8
2747,Bretagne,Autre,Engraisseur avec diversification canne,8.4,1.2,16.1,0,3.1,0.8,2.2,0.0
2748,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,151.7,0.0,135.4,0,16.4,0.0,1.2,77.9
2749,Bretagne,Bovins lait,"Robot de traite, 50% Maïs/SFP",81.4,0.9,170.9,170,65.7,21.8,44.0,15.7
2750,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,159.2,1.3,122.8,0,6.3,0.2,0.7,85.0
2751,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",101.0,1.1,70.8,1,74.4,21.7,21.3,26.7
2752,Pays de la Loire,Caprins,Une gamme bien valorisée,144.2,1.1,64.9,1,36.4,0.0,15.4,2.8
2753,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",41.5,1.3,44.5,0,21.8,3.2,18.6,19.7
2754,Bretagne,Bovins viande,"Charolaise, Broutards, femelles finies ",0.0,1.1,168.2,1,0.0,0.0,0.0,0.0
2755,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,73.7,0.9,136.9,0,0.0,0.0,0.0,73.7
2756,Normandie,Ovins lait,"Début de traite au 20/02, foin",75.1,0.0,52.2,0,49.7,20.4,29.3,16.4
2757,Bretagne,Caprins,"2 périodes de mises bas, foin de luzerne",44.2,1.1,57.2,1,19.3,14.2,5.0,24.9
2758,Normandie,Grandes cultures,"Race charolaise, 200 places",209.9,0.7,120.1,0,25.3,0.4,1.2,125.1
2759,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,94.5,1.2,151.0,1,15.3,0.0,2.6,53.6
2760,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",125.6,0.0,77.2,0,48.7,10.5,38.1,31.9
2761,Bretagne,Ovins lait,"Début de traite au 01/12, enrubannage",67.0,2.1,89.1,2,55.0,12.3,42.7,12.0
2762,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.5,0.0,15.3,0,3.7,0.2,3.5,0.0
2763,Normandie,Bovins viande,"Vêl. automne, Jeunes bovins lourds ",86.7,0.0,192.5,1,10.2,8.8,1.5,0.0
2764,Normandie,Ovins viande,2 périodes de mise bas ,78.7,1.1,37.2,0,3.2,1.8,1.5,0.0
2765,Normandie,Ovins lait,"Début de traite au 15/12, foin ventilé",132.9,0.0,75.0,0,107.0,18.9,88.1,23.6
2766,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",246.6,0.4,108.5,0,16.9,0.4,0.5,216.6
2767,Pays de la Loire,Caprins,"MB saison, pâturage et foin",70.6,0.0,46.5,0,0.0,0.0,0.0,8.4
2768,Pays de la Loire,Bovins lait,100% herbe,54.4,0.0,166.0,73,54.4,39.4,15.0,0.0
2769,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie et herbe,79.6,0.0,81.3,0,18.7,18.7,0.0,61.0
2770,Normandie,Caprins,"MB saison, affouragement en vert",38.7,1.3,56.5,0,27.8,7.1,20.6,10.9
2771,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",34.9,0.0,83.5,0,20.8,4.0,16.7,14.1
2772,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",219.3,1.1,122.1,0,0.0,0.0,0.0,118.5
2773,Normandie,Bovins viande,Spécialisé Naisseur broutards croisés ,119.7,0.5,127.7,0,90.3,50.7,13.2,25.7
2774,Pays de la Loire,Bovins viande,"Vêl. hiver, Jeunes bovins finis (maïs)",3.0,0.0,122.0,0,1.6,1.6,0.0,1.4
2775,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,114.6,0.7,148.6,0,1.1,1.1,0.0,113.5
2776,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",96.2,0.9,90.0,0,80.8,10.0,59.9,15.4
2777,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,190.3,0.0,158.9,0,7.0,0.0,0.0,183.3
2778,Normandie,Ovins lait,"Début de traite au 15/12, foin ventilé",63.8,0.0,74.7,1,53.5,9.4,44.1,10.3
2779,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",136.9,0.1,101.0,0,13.4,1.0,0.0,123.5
2780,Normandie,Caprins,Mises bas saison,28.9,0.0,32.2,1,17.3,10.3,7.0,11.6
2781,Normandie,Caprins,"MB saison, pâturage",87.2,0.0,23.0,1,0.0,0.0,0.0,0.0
2782,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",184.9,0.0,97.2,0,11.7,1.2,0.0,173.2
2783,Bretagne,Autre,Engraisseur avec diversification canne,8.7,0.0,20.6,0,3.3,0.0,3.3,0.1
2784,Bretagne,Autre,Engraisseur avec diversification canne,9.1,1.3,17.4,0,3.1,1.2,1.9,0.0
2785,Normandie,Bovins lait,AOP - Structure modeste,72.0,0.2,203.9,75,47.2,27.9,19.3,24.8
2786,Normandie,Ovins viande,Bergerie dominants Achat des agnelles,33.4,0.9,40.6,0,33.4,25.7,7.7,0.0
2787,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.1,0.0,15.7,0,2.6,0.6,2.0,0.0
2788,Bretagne,Grandes cultures,"Race charolaise, 200 places",99.2,0.0,117.9,0,0.0,0.0,0.0,99.2
2789,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,267.2,1.7,141.3,0,0.0,0.0,0.0,55.2
2790,Bretagne,Bovins viande,"Vêl. aut, Broutards lourds, fem. finies",0.0,0.9,135.6,0,0.0,0.0,0.0,0.0
2791,Normandie,Autre,Engraisseur avec diversification canne,7.0,0.7,16.9,0,4.2,0.6,2.8,0.9
2792,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",157.5,2.0,153.8,0,0.0,0.0,0.0,157.5
2793,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",87.2,0.0,79.4,0,67.5,22.4,20.1,19.7
2794,Bretagne,Grandes cultures,"Race charolaise, 200 places",321.6,0.2,135.3,2,0.0,0.0,0.0,65.0
2795,Pays de la Loire,Bovins lait,"35% maïs/SFP, JB",146.7,0.8,101.5,30,93.9,20.7,35.9,52.8
2796,Bretagne,Grandes cultures,"Race charolaise, 200 places",127.3,0.9,131.6,0,6.2,0.0,0.0,121.0
2797,Bretagne,Bovins viande,"Vêl. aut., veaux ss la mère et broutards",255.8,0.3,158.4,0,0.0,0.0,0.0,96.1
2798,Normandie,Ovins viande,2 périodes de mise bas ,30.9,0.0,94.9,0,12.9,12.9,0.0,18.0
2799,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",57.3,1.7,88.0,0,49.8,11.5,6.6,7.5
2800,Pays de la Loire,Bovins lait,Système à double vitesse,155.6,0.0,108.0,61,73.6,53.3,20.2,0.0
2801,Bretagne,Bovins viande,Un agn. en hiver Bergerie dominants,65.1,0.8,74.7,1,48.1,44.4,3.7,17.0
2802,Normandie,Caprins,Une gamme lactique en circuits courts,0.0,1.0,21.2,0,0.0,0.0,0.0,0.0
2803,Pays de la Loire,Bovins lait,8500 litres/VL et 25-30% de Maïs/SFP,162.2,0.0,200.4,76,49.0,49.0,0.0,113.2
2804,Bretagne,Bovins lait,AOP - petite structure,278.7,0.0,120.1,95,77.2,44.6,32.6,0.0
2805,Pays de la Loire,Bovins lait,15% de maïs/SFP,149.5,0.2,55.0,116,95.6,3.3,29.8,34.3
2806,Pays de la Loire,Bovins lait,100% herbe,176.5,0.0,83.6,107,128.1,86.6,40.3,22.2
2807,Bretagne,Autre,Engraisseur avec diversification canne,13.1,0.3,18.8,0,3.4,0.0,2.4,0.0
2808,Normandie,Caprins,Pastoral misant sur les parcours,125.9,0.5,55.1,0,4.6,1.4,3.2,19.0
2809,Bretagne,Ovins viande,2 périodes de mise bas,65.9,0.4,114.9,0,9.2,5.6,3.6,56.7
2810,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",120.7,0.0,78.6,0,72.4,11.0,16.4,36.1
2811,Normandie,Bovins lait,"autonomie protéïque, < 5500 l/VL ",174.7,0.0,26.2,41,115.6,72.9,42.7,33.9
2812,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.4,1.3,15.0,0,2.6,0.0,1.9,0.4
2813,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,199.2,0.0,124.2,0,28.0,0.0,0.1,171.2
2814,Normandie,Autre,Engraisseur avec diversification canne,9.5,1.3,16.0,0,1.6,0.0,1.6,0.0
2815,Bretagne,Bovins lait,0% pâture VL,112.9,0.0,65.2,0,84.2,67.9,0.0,28.7
2816,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",71.0,0.0,77.1,0,34.9,13.7,21.2,30.5
2817,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",117.2,0.0,90.6,0,57.0,9.8,47.2,22.5
2818,Bretagne,Bovins lait," 25% maïs/SFP, vaches allaitantes et JB",149.1,0.0,171.5,7,37.4,23.7,13.6,15.1
2819,Pays de la Loire,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,125.3,0.0,105.9,1,5.8,3.3,2.5,0.0
